epoch,accuracy,loss,mae,mse,val_accuracy,val_loss,val_mae,val_mse
36,0.99557155,0.019357187477971383,0.0031802722,0.0009204454,0.9982311,0.010525247582919756,0.0019138776,0.00039796578
37,0.9954253,0.019859165390256176,0.0032085532,0.00096103124,0.9982311,0.010475457092430794,0.0019064355,0.00039685366
38,0.9952582,0.019597783033551777,0.0031921098,0.0009509098,0.9982311,0.010460844843314504,0.0019046252,0.00039635986
39,0.99550885,0.019401961131977605,0.0031812363,0.00094983453,0.9982311,0.010412273401359343,0.0018966763,0.00039538043
40,0.99555063,0.019472066599397576,0.003181836,0.0009389198,0.9982311,0.010368665188269795,0.001881182,0.0003959566
41,0.9952582,0.019441789556493894,0.003173941,0.00095615064,0.9982311,0.010350380084073206,0.0018695275,0.0003981091
42,0.9953,0.019401992725975373,0.0031322897,0.00095383334,0.9982311,0.010298733617056091,0.0018495114,0.00039907786
43,0.99550885,0.01910174758806028,0.0030634755,0.0009248086,0.9982311,0.010014496778823295,0.0018250962,0.00038678315
44,0.9955298,0.01905907650433361,0.0030508742,0.0009301737,0.9982311,0.009954714594092572,0.0018059841,0.0003886721
45,0.9953417,0.018697875000307347,0.0030436448,0.00092721864,0.9982311,0.009865339331434301,0.0017746519,0.00038975413
46,0.9952373,0.01915038105244823,0.003027408,0.0009561181,0.9982311,0.00986684291658677,0.0017562145,0.00039406883
47,0.9953,0.018463392917534963,0.0029704743,0.00093293923,0.9982311,0.009755430303795158,0.0017409691,0.0003909425
48,0.995488,0.018332099276818933,0.002943273,0.0009080008,0.9982311,0.009731844849533067,0.0017286425,0.00039218864
49,0.9954044,0.018652869319981513,0.002971376,0.0009349377,0.9982311,0.009703357594158009,0.0017261142,0.00039091878
50,0.99569684,0.0183711585347207,0.0029108804,0.0009164039,0.9982311,0.009693290120131284,0.0017243223,0.00039089995
51,0.9953,0.018702748537880374,0.002932616,0.0009484446,0.9982311,0.009686702853595873,0.001723395,0.00039066613
52,0.9953417,0.018438372881784237,0.0029434543,0.0009381638,0.9982311,0.009664171291866674,0.0017200547,0.0003900387
53,0.99557155,0.018506604848793125,0.002911489,0.0009202133,0.9982311,0.009662744444179928,0.0017158105,0.0003908322
54,0.9955924,0.01871728579847411,0.0029391078,0.0009326755,0.9982311,0.009643340755675762,0.001710138,0.00039116413
55,0.9953417,0.018538449905230042,0.0029391644,0.00093536486,0.9982311,0.009587316097305069,0.0017026158,0.00038974948
56,0.9955924,0.017910336362158153,0.0028794657,0.0009035676,0.9982311,0.009575452299718306,0.0016915773,0.00039117888
57,0.9954462,0.018191900666439557,0.002894203,0.00091885077,0.9982311,0.009500780929196274,0.0016789112,0.00038972026
58,0.99536264,0.017910820072178136,0.0028649466,0.0009134111,0.9982311,0.009448938550568133,0.0016747668,0.00038774635
59,0.99555063,0.018168433241292158,0.0028572031,0.0009174701,0.9982311,0.009455896408806713,0.0016613977,0.00039097937
60,0.99565506,0.018095488569768954,0.0028356288,0.0009116841,0.9982311,0.009417407179497322,0.0016587194,0.00038924773
61,0.9953417,0.01822114958960742,0.0028429914,0.00092621864,0.9982311,0.00940756618818444,0.001653067,0.0003899966
62,0.9954044,0.018172277085966165,0.0028382223,0.00092460454,0.9982311,0.009390380567396587,0.0016521115,0.00038913838
63,0.99557155,0.01787747656067405,0.0028080752,0.0008976497,0.9982311,0.009382413339994426,0.0016513324,0.00038876678
64,0.99536264,0.017983650797380405,0.0028299687,0.0009287335,0.9982311,0.009376372979461865,0.0016512884,0.00038847578
65,0.99555063,0.01805616468863492,0.0028450869,0.000918043,0.9982311,0.009369130536281276,0.0016505162,0.0003882577
66,0.9955298,0.018003648740891866,0.0028408065,0.00091882196,0.9982311,0.009351220399246744,0.0016485458,0.00038762984
67,0.9951955,0.01813432339075853,0.002844217,0.0009419479,0.9982311,0.009329385818245838,0.0016441939,0.00038733636
68,0.995488,0.017959436986291592,0.0028263251,0.00092093565,0.9982311,0.009324319304828093,0.0016405161,0.00038782237
69,0.9955924,0.017861373817802152,0.0028104521,0.00091241644,0.9982311,0.009309708158362587,0.0016392684,0.00038753683
70,0.99557155,0.01774573298594491,0.0028072346,0.0009201689,0.9982311,0.009283980020796353,0.0016350632,0.0003867183
71,0.9956342,0.017999816812913527,0.0028026616,0.00091580465,0.9982311,0.009262955861763572,0.001629207,0.00038681738
72,0.995488,0.017863381186495213,0.0027857267,0.0009144506,0.9982311,0.009252215234808764,0.00162901,0.00038627468
73,0.9954044,0.017827360902011473,0.0028004022,0.00092098425,0.9982311,0.009248299928346896,0.0016258792,0.00038662064
74,0.9956133,0.01785368007236723,0.0027730782,0.00090574526,0.9982311,0.009240756382427688,0.001624205,0.0003865139
75,0.9955298,0.017669184342584507,0.0027911768,0.000901198,0.9982311,0.009239011760449634,0.0016232514,0.00038668598
76,0.9955298,0.017562343334943494,0.0027864685,0.0009055172,0.9982311,0.009232870518352906,0.0016229688,0.0003863795
77,0.99550885,0.01773205048461908,0.0028023436,0.00091673376,0.9982311,0.009230864014617115,0.0016225561,0.0003863377
78,0.99557155,0.01789421812857795,0.0027897912,0.0009128527,0.9982311,0.009227296601067175,0.0016213775,0.0003863379
79,0.9955924,0.018024309568186812,0.0027929107,0.00091932865,0.9982311,0.009224278514080171,0.0016190523,0.00038667704
80,0.99536264,0.01818082878991145,0.0028120002,0.00093550404,0.9982311,0.009210612743495489,0.0016180499,0.00038607337
81,0.99571776,0.017429155151280053,0.0027624187,0.0008897057,0.9982311,0.009207359102185605,0.0016158153,0.00038628344
82,0.99569684,0.017562634579309407,0.002765438,0.00088976556,0.9982311,0.00919475098896139,0.0016126398,0.00038630064
83,0.9954044,0.018007099553743466,0.0027982665,0.0009389703,0.9982311,0.0091866790888093,0.001610716,0.0003862377
84,0.99546707,0.01784674235666918,0.0027862086,0.00091715564,0.9982311,0.009172141064344993,0.0016097291,0.00038557945
85,0.9955924,0.017479525301306642,0.0027497874,0.00089719205,0.9982311,0.009167636964329571,0.0016078331,0.00038568716
86,0.9954462,0.017650720715039675,0.0027612904,0.00091050245,0.9982311,0.009156082133006936,0.0016063483,0.0003853481
87,0.99557155,0.017615367439924118,0.0027645826,0.00091814436,0.9982311,0.009154688641604668,0.0016055703,0.00038544522
88,0.99555063,0.017708017677566745,0.0027822962,0.00091926666,0.9982311,0.009152891852383344,0.0016051823,0.00038542255
89,0.9954253,0.018318094118911634,0.0027776924,0.0009402265,0.9982311,0.009151930011422286,0.0016052615,0.0003853596
90,0.9953,0.01757634729259015,0.0027675596,0.0009127179,0.9982311,0.00915241583672194,0.0016052336,0.0003854134
91,0.9954044,0.01785227297033298,0.0027680737,0.00093213434,0.9982311,0.00914856184379391,0.0016050116,0.00038521487
92,0.9954044,0.017745777929107094,0.0027578748,0.0009174474,0.9982311,0.009145390923257987,0.0016046726,0.0003851153
93,0.9956342,0.017960252888988764,0.0027585407,0.00091170403,0.9982311,0.00914026104915395,0.0016042856,0.0003849165
94,0.9956342,0.017623621962944612,0.0027417245,0.00089643564,0.9982311,0.009137643470411311,0.0016022283,0.00038516917
95,0.9954462,0.018216216778581873,0.002787748,0.00093279494,0.9982311,0.009132259441891088,0.0016022401,0.0003848584
96,0.9954044,0.017954392434610802,0.0027891677,0.0009267212,0.9982311,0.009131907630395496,0.0016016914,0.0003849268
97,0.99565506,0.017650227190647773,0.0027596555,0.00089524855,0.9982311,0.00912347262426508,0.0016000906,0.00038478777
98,0.99565506,0.017798283865132474,0.0027614364,0.00090428774,0.9982311,0.009121687283282573,0.0016002776,0.00038469367
99,0.99575955,0.01759813446364799,0.0027431794,0.0009024264,0.9982311,0.009122485294938087,0.001599719,0.00038482263
